dictId,index,term,base,level,definition,matchSummary
wf,124,artwork,art,B2,work of art,base:art (base_word)
wf,128,assessor,assess,B2,person who assesses,base:assesses (base_word)
wf,129,reassess,assess,B2,to assess again,base:assess (base_word)
wf,130,reassessment,assess,B2,the act of assessing again,base:assessing (base_word)
wf,140,reattach,attach,B2,to attach again,base:attach (base_word)
wf,142,availability,available,B2,the state of being available,base:available (base_word)
wf,143,unavailability,available,B2,the state of not being available,base:available (base_word)
wf,146,avoidance,avoid,B2,the act of avoiding,base:avoiding (base_word)
wf,151,awestruck,awe,B2,filled with awe,base:awe (base_word)
wf,155,believable,believe,B2,able to be believed,base:believed (base_word)
wf,156,believer,believe,B2,person who believes,base:believes (base_word)
wf,158,disbelieve,believe,B2,to not believe,base:believe (base_word)
wf,162,unbeliever,believe,B2,person who does not believe,base:believe (base_word)
wf,164,beneficially,benefit,B2,in a beneficial way,term:beneficial (term_word)
wf,165,beneficiary,benefit,B2,person who receives benefits,base:benefits (base_word)
wf,172,brilliantly,brilliant,B2,in a brilliant way,term:brilliant (term_word); base:brilliant (base_word)
wf,174,capably,capable,B2,in a capable way,base:capable (base_word)
wf,176,causal,cause,B2,relating to a cause,base:cause (base_word)
wf,177,causation,cause,B2,the act of causing something,base:causing (base_word)
wf,178,causative,cause,B2,expressing cause,base:cause (base_word)
wf,179,changeable,change,B2,likely to change,term:change (term_word); base:change (base_word)
wf,181,changing,change,B1,in the process of change,term:change (term_word); base:change (base_word)
wf,184,unchangeable,change,C1,not able to change,base:change (base_word)
wf,185,unchanging,change,B2,not changing,base:changing (base_word)
wf,186,characterisation,character,B2,the act of describing character,base:character (base_word)
wf,200,classically,class,B2,in a classical way,term:classical (term_word)
wf,204,classlessness,class,C1,absence of social classes,base:classes (base_word)
wf,205,classmate,class,B1,person in the same class,base:class (base_word)
wf,206,classroom,class,B1,room where classes take place,base:classes (base_word)
wf,207,classwork,class,B1,work done in class,base:class (base_word)
wf,212,collectable,collect,B2,worth collecting,base:collecting (base_word)
wf,214,collection,collect,B1,group of collected items,base:collected (base_word)
wf,216,collector,collect,B1,person who collects,base:collects (base_word)
wf,227,competitively,compete,B2,in a competitive way,term:competitive (term_word)
wf,229,competitor,compete,B2,person who competes,base:competes (base_word)
wf,230,uncompetitive,compete,B2,not wanting to compete,base:compete (base_word)
wf,241,confusingly,confuse,B2,in a confusing way,term:confusing (term_word); base:confusing (base_word)
wf,245,connector,connect,B2,device that connects,base:connects (base_word)
wf,249,interconnect,connect,B2,to connect with each other,base:connect (base_word)
wf,250,interconnected,connect,B2,mutually connected,base:connected (base_word)
wf,251,interconnection,connect,B2,mutual connection,base:connection (base_word)
wf,252,reconnect,connect,B2,to connect again,base:connect (base_word)
wf,254,unconnected,connect,B2,not connected,base:connected (base_word)
wf,259,conservatively,conserve,B2,in a conservative way,term:conservative (term_word)
wf,273,continuation,continue,B2,the act of continuing,base:continuing (base_word)
wf,274,continuity,continue,B2,state of continuing without interruption,base:continuing (base_word)
wf,282,convincingly,convince,B2,in a convincing way,term:convincing (term_word); base:convincing (base_word)
wf,285,unconvincingly,convince,B2,in an unconvincing way,term:unconvincing (term_word)
wf,286,criminal,crime,B1,person who commits a crime,base:crime (base_word)
wf,288,criminality,crime,C1,the state of being criminal,term:criminal (term_word)
wf,289,criminally,crime,B2,in a criminal way,term:criminal (term_word)
wf,291,decider,decide,B2,person who decides,base:decides (base_word)
wf,295,decisively,decide,B2,in a decisive way,term:decisive (term_word)
wf,296,decisiveness,decide,B2,ability to decide quickly,base:decide (base_word)
wf,297,indecisive,decide,B2,unable to decide,base:decide (base_word)
wf,298,indecisively,decide,B2,in an indecisive way,term:indecisive (term_word)
wf,302,deepen,deep,B1,to make deep,base:deep (base_word)
wf,303,deeply,deep,B1,in a deep way,term:deep (term_word); base:deep (base_word)
wf,308,definitively,define,B2,in a definitive way,term:definitive (term_word)
wf,310,densely,dense,B2,in a dense way,term:dense (term_word); base:dense (base_word)
wf,316,dependently,depend,B2,in a dependent way,term:dependent (term_word)
wf,321,derivative,derive,B2,something derived from something else,base:derived (base_word)
wf,323,desirably,desire,B2,in a desirable way,base:desirable (base_word)
wf,328,destroyer,destroy,B2,person or thing that destroys,base:destroys (base_word)
wf,329,destruction,destroy,B2,the act of destroying,base:destroying (base_word)
wf,330,destructively,destroy,B2,in a destructive way,term:destructive (term_word)
wf,331,indestructible,destroy,B2,cannot be destroyed,base:destroyed (base_word)
wf,333,distantly,distant,B2,in a distant way,term:distant (term_word); base:distant (base_word)
wf,338,outdo,do,B2,to do better than,base:do (base_word)
wf,340,overdo,do,B2,to do too much,base:do (base_word)
wf,341,redo,do,B1,to do again,base:do (base_word)
wf,352,doubter,doubt,B2,person who doubts,base:doubts (base_word)
wf,354,doubtfully,doubt,B2,in a doubtful way,term:doubtful (term_word)
wf,357,undoubtedly,doubt,B2,without doubt,base:doubt (base_word)
wf,358,drawing,draw,B1,picture or the act of drawing,term:drawing (term_word); base:drawing (base_word)
wf,364,dutifully,duty,B2,in a dutiful way,term:dutiful (term_word)
wf,365,ecological,ecology,B2,relating to ecology,base:ecology (base_word)
wf,366,ecologically,ecology,B2,in an ecological way,term:ecological (term_word)
wf,367,ecologist,ecology,B2,person who studies ecology,base:ecology (base_word)
wf,370,editor,edit,B2,person who edits,base:edits (base_word)
wf,372,editorially,edit,C1,in an editorial way,term:editorial (term_word)
wf,374,unedited,edit,B2,not edited,base:edited (base_word)
wf,376,effectively,effect,B2,in an effective way,term:effective (term_word)
wf,377,effectiveness,effect,B2,the quality of being effective,term:effective (term_word)
wf,379,ineffectively,effect,B2,in an ineffective way,term:ineffective (term_word)
wf,382,electrical,electric,B2,relating to electricity,base:electricity (base_word)
wf,383,electrically,electric,B2,in an electrical way,term:electrical (term_word)
wf,386,electrified,electric,B2,powered by electricity,base:electricity (base_word)
wf,388,elusively,elude,B2,in an elusive way,term:elusive (term_word)
wf,390,employable,employ,B2,able to be employed,base:employed (base_word)
wf,392,employee,employ,B1,person who is employed,base:employed (base_word)
wf,393,employer,employ,B1,person who employs,base:employs (base_word)
wf,397,unemployable,employ,C1,not able to be employed,base:employed (base_word)
wf,401,endless,end,B2,never ending,base:ending (base_word)
wf,402,endlessly,end,B2,in an endless way,term:endless (term_word)
wf,403,unending,end,B2,never ending,base:ending (base_word)
wf,404,goodness,good,B2,the quality of being good,term:good (term_word); base:good (base_word)
wf,410,governmental,govern,B2,relating to government,base:government (base_word)
wf,411,governor,govern,B2,person who governs a region,base:governs (base_word)
wf,412,misgovern,govern,C1,to govern badly,base:govern (base_word)
wf,414,handful,hand,B1,as much as a hand can hold or a small number,base:hand (base_word)
wf,418,handmade,hand,B2,made by hand,base:hand (base_word)
wf,423,harden,hard,B2,to make or become hard,base:hard (base_word)
wf,425,hardness,hard,B2,the quality of being hard,term:hard (term_word); base:hard (base_word)
wf,430,overhear,hear,B2,to hear accidentally,base:hear (base_word)
wf,436,highly,high,B1,to a high degree or very much,term:high (term_word); base:high (base_word)
wf,438,historian,history,B2,person who studies history,base:history (base_word)
wf,439,historic,history,B2,famous or important in history,base:history (base_word)
wf,440,historically,history,B2,in a way that relates to history,base:history (base_word)
wf,441,houseful,house,C1,as many as a house can hold,base:house (base_word)
wf,442,householder,house,C1,person who owns or rents a house,base:house (base_word)
wf,448,humanitarian,human,B2,concerned with human welfare,base:human (base_word)
wf,449,humanity,human,B2,the human race or humaneness,term:human (term_word); base:human (base_word)
wf,450,humanly,human,C1,by human means or within human capacity,term:human (term_word); base:human (base_word)
wf,455,idealist,ideal,C1,person guided by ideals,base:ideals (base_word)
wf,461,illusory,illusion,C1,based on illusion,base:illusion (base_word)
wf,484,improvable,improve,C1,capable of being improved,base:improved (base_word)
wf,501,influential,influence,B2,having great influence,base:influence (base_word)
wf,510,matchbook,match,B2,folder of paper matches,base:matches (base_word)
wf,511,matchbox,match,B2,box for matches,base:matches (base_word)
wf,518,unmatched,match,B2,not matched or surpassed,base:matched (base_word)
wf,521,materialism,material,B2,focus on material possessions,base:material (base_word)
wf,526,maturation,mature,C1,the process of becoming mature,base:mature (base_word)
wf,527,maturity,mature,B2,the state of being mature,base:mature (base_word)
wf,529,meaningfully,mean,B2,in a way that has meaning,base:meaning (base_word)
wf,530,meaningless,mean,B2,having no meaning,base:meaning (base_word)
wf,531,meaninglessness,mean,C1,lack of meaning,base:meaning (base_word)
wf,532,metallic,metal,B2,relating to or resembling metal,base:metal (base_word)
wf,533,metallurgy,metal,C1,the science of metals,base:metals (base_word)
wf,543,modernisation,modern,B2,the process of making modern,base:modern (base_word)
wf,544,modernise,modern,B2,to make modern,base:modern (base_word)
wf,547,modernity,modern,B2,the quality of being modern,term:modern (term_word); base:modern (base_word)
wf,551,amoral,moral,C1,lacking moral sense,base:moral (base_word)
wf,552,amorality,moral,C1,lack of moral principles,base:moral (base_word)
